16 18544.3860466 18551.1181274 18537.6539658
32 24777.4526238 24785.155753 24769.7494946
64 35316.9628313 35325.2785031 35308.6471595
128 51023.5945806 51032.7036041 51014.485557
256 70511.1619813 70527.217308 70495.1066545
512 89753.9186045 89769.3542281 89738.4829808
1024 105260.683099 105307.073098 105214.293101
