16 18596.1869036 18601.498108 18590.8756992
32 24832.3209637 24840.3309084 24824.311019
64 35396.8734757 35402.4979301 35391.2490214
128 51106.0472515 51121.4100534 51090.6844496
256 70566.6905468 70586.1711026 70547.209991
512 89858.2405689 89875.605397 89840.8757408
1024 105350.297437 105402.102589 105298.492285
