16 24039.4294198 24925.2624425 23153.5963971
32 34045.2309363 35183.402537 32907.0593357
64 53925.6827292 55935.1914661 51916.1739924
128 79245.3924406 81990.2449948 76500.5398864
256 134091.720417 141756.559334 126426.881501
512 204998.945347 221652.398282 188345.492412
1024 265934.99723 306575.371749 225294.62271



