16		40.6634589486		40.4794843969  		40.966113078
32 		74.3126346714		73.9053055467		74.5772719072	
64		127.4034208808		126.053111729		128.779263811
128		197.3281982391		195.555692869		201.149267609
256		278.2861687995		276.004845913 		281.391249516
512		370.8160388998		361.468314818		375.279561472
1024	488.07781643		473.320155165 		502.8943691



# gnuplot> plot "throughput.dat" using 1:2:3:4 with yerrorlines
