16		2.4069969731   		2.3935404606		2.4253212701
32 		2.5324077635		2.4917983638		2.5665589712	
64		2.7324502546		2.6536421601		2.7674893178
128		2.9954539831		2.9345975062		3.1170400595	
256		3.2097437934		3.1096003334		3.4219517126
512		3.4771661538		3.4309140226		3.5952157098
1024	4.4127009462		4.1748226556		4.6821994313

							
