16		0.7850755564		0.7785677934		0.8013253303	
32 		0.8286608587		0.8185750669		0.8489994567
64		0.9293312179		0.8939590258		0.9793676358
128		1.0584482058		1.0375882849		1.1352427886
256		1.3347908112		1.2926880501		1.5050130563	
512		1.7848549607		1.7515055756		1.835255017
1024	2.8447788433		2.6803654902		3.032278328
	

# plot "forward.dat" using 1:2:3:4 with yerrorlines
