16	0.0053084473	0.0054984821	0.0051184125
32	0.005554076	0.0057359419	0.00537221
64	0.005780316	0.0060223738	0.0055382583
128	0.0067242212	0.0070798569	0.0063685855
256	0.0083004306	0.0087543876	0.0078464737
512	0.1856722195	0.2826521965	0.0886922424
1024	0.5100399783	0.65413499	0.3659449667


