16	62.9163696303	63.7024454214	62.1302938393	
32	118.8467447042	120.0640479165	117.6294414919
64 	214.6510464333	215.8383367154	213.4637561512
128	355.3646993964	359.5271005378	351.202298255
256 	532.0051878401	533.1540378969	530.8563377833
512	706.6388310765	706.9800623258	706.2975998272
1024	844.6606597007	845.1251742227	844.1961451787



